Mod:Item:MetaData, Localized Name
tconstruct:pattern:0, Boots Core Pattern
tconstruct:pattern:0, Cross Guard Pattern
tconstruct:pattern:0, Leggings Core Pattern
tconstruct:pattern:0, Fletching Pattern
tconstruct:pattern:0, Axe Head Pattern
tconstruct:pattern:0, Sword Blade Pattern
tconstruct:pattern:0, Battery Cell Pattern
tconstruct:pattern:0, Armor Plates Pattern
tconstruct:pattern:0, Large Sword Blade Pattern
tconstruct:pattern:0, Excavator Head Pattern
tconstruct:pattern:0, Pickaxe Head Pattern
tconstruct:pattern:0, Laser Medium Pattern
tconstruct:pattern:0, Pan Pattern
tconstruct:pattern:0, Broad Axe Head Pattern
tconstruct:pattern:0, Tough Tool Rod Pattern
tconstruct:pattern:0, Shovel Head Pattern
tconstruct:pattern:0, Large Plate Pattern
tconstruct:pattern:0, Hammer Head Pattern
tconstruct:pattern:0, Armor Trim Pattern
tconstruct:pattern:0, Wide Guard Pattern
tconstruct:pattern:0, Arrow Shaft Pattern
tconstruct:pattern:0, Polishing Kit Pattern
tconstruct:pattern:0, Hand Guard Pattern
tconstruct:shard:0, Electrical Shard
tconstruct:shard:0, Energetic Shard
tconstruct:shard:0, Vibrant Shard
tconstruct:shard:0, Red Shard
tconstruct:shard:0, Conductive Shard
tconstruct:shard:0, Pulsating Shard
tconstruct:shard:0, Dark Shard
tconstruct:shard:0, Souled Shard
tconstruct:shard:0, Shard of the End
tconstruct:shard:0, Fake-Iron Shard
tconstruct:shard:0, Naga Scale Shard
tconstruct:shard:0, Steeleaf Shard
tconstruct:shard:0, Fiery Shard
tconstruct:shard:0, Knightly Shard
tconstruct:shard:0, Wooden Shard
tconstruct:shard:0, Stone Shard
tconstruct:shard:0, Flint Shard
tconstruct:shard:0, Cactus Shard
tconstruct:shard:0, Bone Shard
tconstruct:shard:0, Obsidian Shard
tconstruct:shard:0, Prismarine Shard
tconstruct:shard:0, End Shard
tconstruct:shard:0, Sponge Shard
tconstruct:shard:0, Firewood Shard
tconstruct:shard:0, Iron Shard
tconstruct:shard:0, Pig Iron Shard
tconstruct:shard:0, Knightslime Shard
tconstruct:shard:0, Slime Shard
tconstruct:shard:0, Slime Shard
tconstruct:shard:0, Magma Slime Shard
tconstruct:shard:0, Netherrack Shard
tconstruct:shard:0, Cobalt Shard
tconstruct:shard:0, Ardite Shard
tconstruct:shard:0, Manyullyn Shard
tconstruct:shard:0, Copper Shard
tconstruct:shard:0, Bronze Shard
tconstruct:shard:0, Lead Shard
tconstruct:shard:0, Silver Shard
tconstruct:shard:0, Electrum Shard
tconstruct:shard:0, Steel Shard
tconstruct:shard:0, Baronyte Shard
tconstruct:shard:0, Blazium Shard
tconstruct:shard:0, Elecanium Shard
tconstruct:shard:0, Emberstone Shard
tconstruct:shard:0, Ghastly Shard
tconstruct:shard:0, Ghoulish Shard
tconstruct:shard:0, Limonite Shard
tconstruct:shard:0, Lunar Shard
tconstruct:shard:0, Lyon Shard
tconstruct:shard:0, Mystite Shard
tconstruct:shard:0, Rosite Shard
tconstruct:shard:0, Shyrestone Shard
tconstruct:shard:0, Skeletal Shard
tconstruct:shard:0, Varsium Shard
tconstruct:shard:0, Charger Shard
tconstruct:shard:0, Dragon Bone Shard
tconstruct:shard:0, Desert Myrmex Chitin Shard
tconstruct:shard:0, Jungle Myrmex Chitin Shard
tconstruct:shard:0, Fire Dragonsteel Shard
tconstruct:shard:0, Ice Dragonsteel Shard
tconstruct:shard:0, Weezer Shard
tconstruct:shard:0, Treated Wood Shard
tconstruct:shard:0, Constantan Shard
tconstruct:shard:0, Molten Meat Shard
tconstruct:shard:0, Vespa Carapace Shard
tconstruct:shard:0, Scythe Claw Shard
tconstruct:shard:0, Ectoplasm Shard
tconstruct:shard:0, Boron Shard
tconstruct:shard:0, Tough Alloy Shard
tconstruct:shard:0, Hard Carbon Shard
tconstruct:shard:0, Boron Nitride Shard
tconstruct:shard:0, Thorium Shard
tconstruct:shard:0, Uranium Shard
tconstruct:shard:0, Magnesium Shard
tconstruct:shard:0, Chocolate Shard
tconstruct:shard:0, Tiberium Shard
tconstruct:shard:0, Aurorium Shard
tconstruct:shard:0, Prometheum Shard
tconstruct:shard:0, Duranite Shard
tconstruct:shard:0, Valyrium Shard
tconstruct:shard:0, Vibranium Shard
tconstruct:shard:0, Terrax Shard
tconstruct:shard:0, Palladium Shard
tconstruct:shard:0, Uru Shard
tconstruct:shard:0, Eezo Shard
tconstruct:shard:0, Basalt Shard
tconstruct:shard:0, Triberium Shard
tconstruct:shard:0, Fractum Shard
tconstruct:shard:0, Violium Shard
tconstruct:shard:0, Proxii Shard
tconstruct:shard:0, Tritonite Shard
tconstruct:shard:0, Ignitz Shard
tconstruct:shard:0, Imperomite Shard
tconstruct:shard:0, Solarium Shard
tconstruct:shard:0, Nihilite Shard
tconstruct:shard:0, Adamant Shard
tconstruct:shard:0, Dyonite Shard
tconstruct:shard:0, Nucleum Shard
tconstruct:shard:0, Lumix Shard
tconstruct:shard:0, Seismum Shard
tconstruct:shard:0, Astrium Shard
tconstruct:shard:0, Niob Shard
tconstruct:shard:0, Yrdeen Shard
tconstruct:shard:0, Meteorite Shard
tconstruct:shard:0, Obsidiorite Shard
tconstruct:shard:0, Enderium Shard
tconstruct:shard:0, Platinum Shard
tconstruct:shard:0, Iridium Shard
tconstruct:shard:0, Mithril Shard
tconstruct:shard:0, Signalum Shard
tconstruct:shard:0, Lumium Shard
tconstruct:shard:0, Invar Shard
tconstruct:shard:0, Nickel Shard
tconstruct:shard:0, Tin Shard
tconstruct:shard:0, Brass Shard
tconstruct:shard:0, Aluminum Shard
tconstruct:shard:0, Zinc Shard
tconstruct:shard:0, Refined Obsidian Shard
tconstruct:shard:0, Refined Glowstone Shard
tconstruct:shard:0, Osmium Shard
tconstruct:shard:0, Manasteel Shard
tconstruct:shard:0, Terrasteel Shard
tconstruct:shard:0, Elementium Shard
tconstruct:shard:0, Gaia Spirit Shard
tconstruct:shard:0, Yellorium Shard
tconstruct:shard:0, Cyanite Shard
tconstruct:shard:0, Blutonium Shard
tconstruct:shard:0, Ludicrite Shard
tconstruct:shard:0, Quartz Enriched Iron Shard
tconstruct:shard:0, Draconium Shard
tconstruct:shard:0, Wyvern Draconium Shard
tconstruct:shard:0, Awakened Draconium Shard
tconstruct:shard:0, Chaotic Draconium Shard
tconstruct:shard:0, Psimetal Shard
tconstruct:shard:0, Psigem Shard
tconstruct:shard:0, Ivory Psimetal Shard
tconstruct:shard:0, Ebony Psimetal Shard
tconstruct:shard:0, Dark Matter Shard
tconstruct:shard:0, Red Matter Shard
tconstruct:shard:0, Fluxed Electrum Shard
tconstruct:shard:0, Refined Iron Shard
tconstruct:shard:0, Tungsten Shard
tconstruct:shard:0, Titanium Shard
tconstruct:shard:0, Chrome Shard
tconstruct:shard:0, Advanced Alloy Shard
tconstruct:shard:0, Ruby Shard
tconstruct:shard:0, Sapphire Shard
tconstruct:shard:0, Peridot Shard
tconstruct:shard:0, Yellow Garnet Shard
tconstruct:shard:0, Red Garnet Shard
tconstruct:shard:0, Rubber Shard
tconstruct:shard:0, Certus Quartz Shard
tconstruct:shard:0, Fluix Crystal Shard
tconstruct:shard:0, Alumite Shard
tconstruct:shard:0, Ascended Sapphire Shard
tconstruct:shard:0, Jade Shard
tconstruct:shard:0, Amethyst Shard
tconstruct:shard:0, Osgloglas Shard
tconstruct:shard:0, Osmiridium Shard
tconstruct:shard:0, Lumium Shard
tconstruct:shard:0, Signalum Shard
tconstruct:shard:0, Platinum Shard
tconstruct:shard:0, Enderium Shard
tconstruct:shard:0, Infinity Shard
tconstruct:shard:0, Certus Quartz Shard
tconstruct:shard:0, Fluix Crystal Shard
tconstruct:shard:0, Mirion Shard
tconstruct:shard:0, Livingwood Shard
tconstruct:shard:0, Elementium Shard
tconstruct:shard:0, Bloodwood Shard
tconstruct:shard:0, Fusewood Shard
tconstruct:shard:0, Ghostwood Shard
tconstruct:shard:0, Darkwood Shard
tconstruct:shard:0, Emerald Shard
tconstruct:sharpening_kit:0, Electrical Sharpening Kit
tconstruct:sharpening_kit:0, Energetic Sharpening Kit
tconstruct:sharpening_kit:0, Vibrant Sharpening Kit
tconstruct:sharpening_kit:0, Red Sharpening Kit
tconstruct:sharpening_kit:0, Conductive Sharpening Kit
tconstruct:sharpening_kit:0, Pulsating Sharpening Kit
tconstruct:sharpening_kit:0, Dark Sharpening Kit
tconstruct:sharpening_kit:0, Souled Sharpening Kit
tconstruct:sharpening_kit:0, Sharpening Kit of the End
tconstruct:sharpening_kit:0, Fake-Iron Sharpening Kit
tconstruct:sharpening_kit:0, Naga Scale Sharpening Kit
tconstruct:sharpening_kit:0, Steeleaf Sharpening Kit
tconstruct:sharpening_kit:0, Fiery Sharpening Kit
tconstruct:sharpening_kit:0, Knightly Sharpening Kit
tconstruct:sharpening_kit:0, Wooden Sharpening Kit
tconstruct:sharpening_kit:0, Stone Sharpening Kit
tconstruct:sharpening_kit:0, Flint Sharpening Kit
tconstruct:sharpening_kit:0, Cactus Sharpening Kit
tconstruct:sharpening_kit:0, Bone Sharpening Kit
tconstruct:sharpening_kit:0, Obsidian Sharpening Kit
tconstruct:sharpening_kit:0, Prismarine Sharpening Kit
tconstruct:sharpening_kit:0, End Sharpening Kit
tconstruct:sharpening_kit:0, Sponge Sharpening Kit
tconstruct:sharpening_kit:0, Firewood Sharpening Kit
tconstruct:sharpening_kit:0, Iron Sharpening Kit
tconstruct:sharpening_kit:0, Pig Iron Sharpening Kit
tconstruct:sharpening_kit:0, Knightslime Sharpening Kit
tconstruct:sharpening_kit:0, Slime Sharpening Kit
tconstruct:sharpening_kit:0, Slime Sharpening Kit
tconstruct:sharpening_kit:0, Magma Slime Sharpening Kit
tconstruct:sharpening_kit:0, Netherrack Sharpening Kit
tconstruct:sharpening_kit:0, Cobalt Sharpening Kit
tconstruct:sharpening_kit:0, Ardite Sharpening Kit
tconstruct:sharpening_kit:0, Manyullyn Sharpening Kit
tconstruct:sharpening_kit:0, Copper Sharpening Kit
tconstruct:sharpening_kit:0, Bronze Sharpening Kit
tconstruct:sharpening_kit:0, Lead Sharpening Kit
tconstruct:sharpening_kit:0, Silver Sharpening Kit
tconstruct:sharpening_kit:0, Electrum Sharpening Kit
tconstruct:sharpening_kit:0, Steel Sharpening Kit
tconstruct:sharpening_kit:0, Baronyte Sharpening Kit
tconstruct:sharpening_kit:0, Blazium Sharpening Kit
tconstruct:sharpening_kit:0, Elecanium Sharpening Kit
tconstruct:sharpening_kit:0, Emberstone Sharpening Kit
tconstruct:sharpening_kit:0, Ghastly Sharpening Kit
tconstruct:sharpening_kit:0, Ghoulish Sharpening Kit
tconstruct:sharpening_kit:0, Limonite Sharpening Kit
tconstruct:sharpening_kit:0, Lunar Sharpening Kit
tconstruct:sharpening_kit:0, Lyon Sharpening Kit
tconstruct:sharpening_kit:0, Mystite Sharpening Kit
tconstruct:sharpening_kit:0, Rosite Sharpening Kit
tconstruct:sharpening_kit:0, Shyrestone Sharpening Kit
tconstruct:sharpening_kit:0, Skeletal Sharpening Kit
tconstruct:sharpening_kit:0, Varsium Sharpening Kit
tconstruct:sharpening_kit:0, Charger Sharpening Kit
tconstruct:sharpening_kit:0, Dragon Bone Sharpening Kit
tconstruct:sharpening_kit:0, Desert Myrmex Chitin Sharpening Kit
tconstruct:sharpening_kit:0, Jungle Myrmex Chitin Sharpening Kit
tconstruct:sharpening_kit:0, Fire Dragonsteel Sharpening Kit
tconstruct:sharpening_kit:0, Ice Dragonsteel Sharpening Kit
tconstruct:sharpening_kit:0, Weezer Sharpening Kit
tconstruct:sharpening_kit:0, Treated Wood Sharpening Kit
tconstruct:sharpening_kit:0, Constantan Sharpening Kit
tconstruct:sharpening_kit:0, Molten Meat Sharpening Kit
tconstruct:sharpening_kit:0, Vespa Carapace Sharpening Kit
tconstruct:sharpening_kit:0, Scythe Claw Sharpening Kit
tconstruct:sharpening_kit:0, Ectoplasm Sharpening Kit
tconstruct:sharpening_kit:0, Boron Sharpening Kit
tconstruct:sharpening_kit:0, Tough Alloy Sharpening Kit
tconstruct:sharpening_kit:0, Hard Carbon Sharpening Kit
tconstruct:sharpening_kit:0, Boron Nitride Sharpening Kit
tconstruct:sharpening_kit:0, Thorium Sharpening Kit
tconstruct:sharpening_kit:0, Uranium Sharpening Kit
tconstruct:sharpening_kit:0, Magnesium Sharpening Kit
tconstruct:sharpening_kit:0, Chocolate Sharpening Kit
tconstruct:sharpening_kit:0, Tiberium Sharpening Kit
tconstruct:sharpening_kit:0, Aurorium Sharpening Kit
tconstruct:sharpening_kit:0, Prometheum Sharpening Kit
tconstruct:sharpening_kit:0, Duranite Sharpening Kit
tconstruct:sharpening_kit:0, Valyrium Sharpening Kit
tconstruct:sharpening_kit:0, Vibranium Sharpening Kit
tconstruct:sharpening_kit:0, Terrax Sharpening Kit
tconstruct:sharpening_kit:0, Palladium Sharpening Kit
tconstruct:sharpening_kit:0, Uru Sharpening Kit
tconstruct:sharpening_kit:0, Eezo Sharpening Kit
tconstruct:sharpening_kit:0, Basalt Sharpening Kit
tconstruct:sharpening_kit:0, Triberium Sharpening Kit
tconstruct:sharpening_kit:0, Fractum Sharpening Kit
tconstruct:sharpening_kit:0, Violium Sharpening Kit
tconstruct:sharpening_kit:0, Proxii Sharpening Kit
tconstruct:sharpening_kit:0, Tritonite Sharpening Kit
tconstruct:sharpening_kit:0, Ignitz Sharpening Kit
tconstruct:sharpening_kit:0, Imperomite Sharpening Kit
tconstruct:sharpening_kit:0, Solarium Sharpening Kit
tconstruct:sharpening_kit:0, Nihilite Sharpening Kit
tconstruct:sharpening_kit:0, Adamant Sharpening Kit
tconstruct:sharpening_kit:0, Dyonite Sharpening Kit
tconstruct:sharpening_kit:0, Nucleum Sharpening Kit
tconstruct:sharpening_kit:0, Lumix Sharpening Kit
tconstruct:sharpening_kit:0, Seismum Sharpening Kit
tconstruct:sharpening_kit:0, Astrium Sharpening Kit
tconstruct:sharpening_kit:0, Niob Sharpening Kit
tconstruct:sharpening_kit:0, Yrdeen Sharpening Kit
tconstruct:sharpening_kit:0, Meteorite Sharpening Kit
tconstruct:sharpening_kit:0, Obsidiorite Sharpening Kit
tconstruct:sharpening_kit:0, Enderium Sharpening Kit
tconstruct:sharpening_kit:0, Platinum Sharpening Kit
tconstruct:sharpening_kit:0, Iridium Sharpening Kit
tconstruct:sharpening_kit:0, Mithril Sharpening Kit
tconstruct:sharpening_kit:0, Signalum Sharpening Kit
tconstruct:sharpening_kit:0, Lumium Sharpening Kit
tconstruct:sharpening_kit:0, Invar Sharpening Kit
tconstruct:sharpening_kit:0, Nickel Sharpening Kit
tconstruct:sharpening_kit:0, Tin Sharpening Kit
tconstruct:sharpening_kit:0, Brass Sharpening Kit
tconstruct:sharpening_kit:0, Aluminum Sharpening Kit
tconstruct:sharpening_kit:0, Zinc Sharpening Kit
tconstruct:sharpening_kit:0, Refined Obsidian Sharpening Kit
tconstruct:sharpening_kit:0, Refined Glowstone Sharpening Kit
tconstruct:sharpening_kit:0, Osmium Sharpening Kit
tconstruct:sharpening_kit:0, Manasteel Sharpening Kit
tconstruct:sharpening_kit:0, Terrasteel Sharpening Kit
tconstruct:sharpening_kit:0, Elementium Sharpening Kit
tconstruct:sharpening_kit:0, Gaia Spirit Sharpening Kit
tconstruct:sharpening_kit:0, Yellorium Sharpening Kit
tconstruct:sharpening_kit:0, Cyanite Sharpening Kit
tconstruct:sharpening_kit:0, Blutonium Sharpening Kit
tconstruct:sharpening_kit:0, Ludicrite Sharpening Kit
tconstruct:sharpening_kit:0, Quartz Enriched Iron Sharpening Kit
tconstruct:sharpening_kit:0, Draconium Sharpening Kit
tconstruct:sharpening_kit:0, Wyvern Draconium Sharpening Kit
tconstruct:sharpening_kit:0, Awakened Draconium Sharpening Kit
tconstruct:sharpening_kit:0, Chaotic Draconium Sharpening Kit
tconstruct:sharpening_kit:0, Psimetal Sharpening Kit
tconstruct:sharpening_kit:0, Psigem Sharpening Kit
tconstruct:sharpening_kit:0, Ivory Psimetal Sharpening Kit
tconstruct:sharpening_kit:0, Ebony Psimetal Sharpening Kit
tconstruct:sharpening_kit:0, Dark Matter Sharpening Kit
tconstruct:sharpening_kit:0, Red Matter Sharpening Kit
tconstruct:sharpening_kit:0, Fluxed Electrum Sharpening Kit
tconstruct:sharpening_kit:0, Refined Iron Sharpening Kit
tconstruct:sharpening_kit:0, Tungsten Sharpening Kit
tconstruct:sharpening_kit:0, Titanium Sharpening Kit
tconstruct:sharpening_kit:0, Chrome Sharpening Kit
tconstruct:sharpening_kit:0, Advanced Alloy Sharpening Kit
tconstruct:sharpening_kit:0, Ruby Sharpening Kit
tconstruct:sharpening_kit:0, Sapphire Sharpening Kit
tconstruct:sharpening_kit:0, Peridot Sharpening Kit
tconstruct:sharpening_kit:0, Yellow Garnet Sharpening Kit
tconstruct:sharpening_kit:0, Red Garnet Sharpening Kit
tconstruct:sharpening_kit:0, Rubber Sharpening Kit
tconstruct:sharpening_kit:0, Certus Quartz Sharpening Kit
tconstruct:sharpening_kit:0, Fluix Crystal Sharpening Kit
tconstruct:sharpening_kit:0, Alumite Sharpening Kit
tconstruct:sharpening_kit:0, Ascended Sapphire Sharpening Kit
tconstruct:sharpening_kit:0, Jade Sharpening Kit
tconstruct:sharpening_kit:0, Amethyst Sharpening Kit
tconstruct:sharpening_kit:0, Osgloglas Sharpening Kit
tconstruct:sharpening_kit:0, Osmiridium Sharpening Kit
tconstruct:sharpening_kit:0, Lumium Sharpening Kit
tconstruct:sharpening_kit:0, Signalum Sharpening Kit
tconstruct:sharpening_kit:0, Platinum Sharpening Kit
tconstruct:sharpening_kit:0, Enderium Sharpening Kit
tconstruct:sharpening_kit:0, Infinity Sharpening Kit
tconstruct:sharpening_kit:0, Certus Quartz Sharpening Kit
tconstruct:sharpening_kit:0, Fluix Crystal Sharpening Kit
tconstruct:sharpening_kit:0, Mirion Sharpening Kit
tconstruct:sharpening_kit:0, Livingwood Sharpening Kit
tconstruct:sharpening_kit:0, Elementium Sharpening Kit
tconstruct:sharpening_kit:0, Bloodwood Sharpening Kit
tconstruct:sharpening_kit:0, Fusewood Sharpening Kit
tconstruct:sharpening_kit:0, Ghostwood Sharpening Kit
tconstruct:sharpening_kit:0, Darkwood Sharpening Kit
tconstruct:sharpening_kit:0, Emerald Sharpening Kit
tconstruct:pick_head:0, Electrical Pickaxe Head
tconstruct:pick_head:0, Energetic Pickaxe Head
tconstruct:pick_head:0, Vibrant Pickaxe Head
tconstruct:pick_head:0, Red Pickaxe Head
tconstruct:pick_head:0, Conductive Pickaxe Head
tconstruct:pick_head:0, Pulsating Pickaxe Head
tconstruct:pick_head:0, Dark Pickaxe Head
tconstruct:pick_head:0, Souled Pickaxe Head
tconstruct:pick_head:0, Pickaxe Head of the End
tconstruct:pick_head:0, Fake-Iron Pickaxe Head
tconstruct:pick_head:0, Naga Scale Pickaxe Head
tconstruct:pick_head:0, Steeleaf Pickaxe Head
tconstruct:pick_head:0, Fiery Pickaxe Head
tconstruct:pick_head:0, Knightly Pickaxe Head
tconstruct:pick_head:0, Wooden Pickaxe Head
tconstruct:pick_head:0, Stone Pickaxe Head
tconstruct:pick_head:0, Flint Pickaxe Head
tconstruct:pick_head:0, Cactus Pickaxe Head
tconstruct:pick_head:0, Bone Pickaxe Head
tconstruct:pick_head:0, Obsidian Pickaxe Head
tconstruct:pick_head:0, Prismarine Pickaxe Head
tconstruct:pick_head:0, End Pickaxe Head
tconstruct:pick_head:0, Sponge Pickaxe Head
tconstruct:pick_head:0, Firewood Pickaxe Head
tconstruct:pick_head:0, Iron Pickaxe Head
tconstruct:pick_head:0, Pig Iron Pickaxe Head
tconstruct:pick_head:0, Knightslime Pickaxe Head
tconstruct:pick_head:0, Slime Pickaxe Head
tconstruct:pick_head:0, Slime Pickaxe Head
tconstruct:pick_head:0, Magma Slime Pickaxe Head
tconstruct:pick_head:0, Netherrack Pickaxe Head
tconstruct:pick_head:0, Cobalt Pickaxe Head
tconstruct:pick_head:0, Ardite Pickaxe Head
tconstruct:pick_head:0, Manyullyn Pickaxe Head
tconstruct:pick_head:0, Copper Pickaxe Head
tconstruct:pick_head:0, Bronze Pickaxe Head
tconstruct:pick_head:0, Lead Pickaxe Head
tconstruct:pick_head:0, Silver Pickaxe Head
tconstruct:pick_head:0, Electrum Pickaxe Head
tconstruct:pick_head:0, Steel Pickaxe Head
tconstruct:pick_head:0, Baronyte Pickaxe Head
tconstruct:pick_head:0, Blazium Pickaxe Head
tconstruct:pick_head:0, Elecanium Pickaxe Head
tconstruct:pick_head:0, Emberstone Pickaxe Head
tconstruct:pick_head:0, Ghastly Pickaxe Head
tconstruct:pick_head:0, Ghoulish Pickaxe Head
tconstruct:pick_head:0, Limonite Pickaxe Head
tconstruct:pick_head:0, Lunar Pickaxe Head
tconstruct:pick_head:0, Lyon Pickaxe Head
tconstruct:pick_head:0, Mystite Pickaxe Head
tconstruct:pick_head:0, Rosite Pickaxe Head
tconstruct:pick_head:0, Shyrestone Pickaxe Head
tconstruct:pick_head:0, Skeletal Pickaxe Head
tconstruct:pick_head:0, Varsium Pickaxe Head
tconstruct:pick_head:0, Charger Pickaxe Head
tconstruct:pick_head:0, Dragon Bone Pickaxe Head
tconstruct:pick_head:0, Desert Myrmex Chitin Pickaxe Head
tconstruct:pick_head:0, Jungle Myrmex Chitin Pickaxe Head
tconstruct:pick_head:0, Fire Dragonsteel Pickaxe Head
tconstruct:pick_head:0, Ice Dragonsteel Pickaxe Head
tconstruct:pick_head:0, Weezer Pickaxe Head
tconstruct:pick_head:0, Treated Wood Pickaxe Head
tconstruct:pick_head:0, Constantan Pickaxe Head
tconstruct:pick_head:0, Molten Meat Pickaxe Head
tconstruct:pick_head:0, Vespa Carapace Pickaxe Head
tconstruct:pick_head:0, Scythe Claw Pickaxe Head
tconstruct:pick_head:0, Ectoplasm Pickaxe Head
tconstruct:pick_head:0, Boron Pickaxe Head
tconstruct:pick_head:0, Tough Alloy Pickaxe Head
tconstruct:pick_head:0, Hard Carbon Pickaxe Head
tconstruct:pick_head:0, Boron Nitride Pickaxe Head
tconstruct:pick_head:0, Thorium Pickaxe Head
tconstruct:pick_head:0, Uranium Pickaxe Head
tconstruct:pick_head:0, Magnesium Pickaxe Head
tconstruct:pick_head:0, Chocolate Pickaxe Head
tconstruct:pick_head:0, Tiberium Pickaxe Head
tconstruct:pick_head:0, Aurorium Pickaxe Head
tconstruct:pick_head:0, Prometheum Pickaxe Head
tconstruct:pick_head:0, Duranite Pickaxe Head
tconstruct:pick_head:0, Valyrium Pickaxe Head
tconstruct:pick_head:0, Vibranium Pickaxe Head
tconstruct:pick_head:0, Terrax Pickaxe Head
tconstruct:pick_head:0, Palladium Pickaxe Head
tconstruct:pick_head:0, Uru Pickaxe Head
tconstruct:pick_head:0, Eezo Pickaxe Head
tconstruct:pick_head:0, Basalt Pickaxe Head
tconstruct:pick_head:0, Triberium Pickaxe Head
tconstruct:pick_head:0, Fractum Pickaxe Head
tconstruct:pick_head:0, Violium Pickaxe Head
tconstruct:pick_head:0, Proxii Pickaxe Head
tconstruct:pick_head:0, Tritonite Pickaxe Head
tconstruct:pick_head:0, Ignitz Pickaxe Head
tconstruct:pick_head:0, Imperomite Pickaxe Head
tconstruct:pick_head:0, Solarium Pickaxe Head
tconstruct:pick_head:0, Nihilite Pickaxe Head
tconstruct:pick_head:0, Adamant Pickaxe Head
tconstruct:pick_head:0, Dyonite Pickaxe Head
tconstruct:pick_head:0, Nucleum Pickaxe Head
tconstruct:pick_head:0, Lumix Pickaxe Head
tconstruct:pick_head:0, Seismum Pickaxe Head
tconstruct:pick_head:0, Astrium Pickaxe Head
tconstruct:pick_head:0, Niob Pickaxe Head
tconstruct:pick_head:0, Yrdeen Pickaxe Head
tconstruct:pick_head:0, Meteorite Pickaxe Head
tconstruct:pick_head:0, Obsidiorite Pickaxe Head
tconstruct:pick_head:0, Enderium Pickaxe Head
tconstruct:pick_head:0, Platinum Pickaxe Head
tconstruct:pick_head:0, Iridium Pickaxe Head
tconstruct:pick_head:0, Mithril Pickaxe Head
tconstruct:pick_head:0, Signalum Pickaxe Head
tconstruct:pick_head:0, Lumium Pickaxe Head
tconstruct:pick_head:0, Invar Pickaxe Head
tconstruct:pick_head:0, Nickel Pickaxe Head
tconstruct:pick_head:0, Tin Pickaxe Head
tconstruct:pick_head:0, Brass Pickaxe Head
tconstruct:pick_head:0, Aluminum Pickaxe Head
tconstruct:pick_head:0, Zinc Pickaxe Head
tconstruct:pick_head:0, Refined Obsidian Pickaxe Head
tconstruct:pick_head:0, Refined Glowstone Pickaxe Head
tconstruct:pick_head:0, Osmium Pickaxe Head
tconstruct:pick_head:0, Manasteel Pickaxe Head
tconstruct:pick_head:0, Terrasteel Pickaxe Head
tconstruct:pick_head:0, Elementium Pickaxe Head
tconstruct:pick_head:0, Gaia Spirit Pickaxe Head
tconstruct:pick_head:0, Yellorium Pickaxe Head
tconstruct:pick_head:0, Cyanite Pickaxe Head
tconstruct:pick_head:0, Blutonium Pickaxe Head
tconstruct:pick_head:0, Ludicrite Pickaxe Head
tconstruct:pick_head:0, Quartz Enriched Iron Pickaxe Head
tconstruct:pick_head:0, Draconium Pickaxe Head
tconstruct:pick_head:0, Wyvern Draconium Pickaxe Head
tconstruct:pick_head:0, Awakened Draconium Pickaxe Head
tconstruct:pick_head:0, Chaotic Draconium Pickaxe Head
tconstruct:pick_head:0, Psimetal Pickaxe Head
tconstruct:pick_head:0, Psigem Pickaxe Head
tconstruct:pick_head:0, Ivory Psimetal Pickaxe Head
tconstruct:pick_head:0, Ebony Psimetal Pickaxe Head
tconstruct:pick_head:0, Dark Matter Pickaxe Head
tconstruct:pick_head:0, Red Matter Pickaxe Head
tconstruct:pick_head:0, Fluxed Electrum Pickaxe Head
tconstruct:pick_head:0, Refined Iron Pickaxe Head
tconstruct:pick_head:0, Tungsten Pickaxe Head
tconstruct:pick_head:0, Titanium Pickaxe Head
tconstruct:pick_head:0, Chrome Pickaxe Head
tconstruct:pick_head:0, Advanced Alloy Pickaxe Head
tconstruct:pick_head:0, Ruby Pickaxe Head
tconstruct:pick_head:0, Sapphire Pickaxe Head
tconstruct:pick_head:0, Peridot Pickaxe Head
tconstruct:pick_head:0, Yellow Garnet Pickaxe Head
tconstruct:pick_head:0, Red Garnet Pickaxe Head
tconstruct:pick_head:0, Rubber Pickaxe Head
tconstruct:pick_head:0, Certus Quartz Pickaxe Head
tconstruct:pick_head:0, Fluix Crystal Pickaxe Head
tconstruct:pick_head:0, Alumite Pickaxe Head
tconstruct:pick_head:0, Ascended Sapphire Pickaxe Head
tconstruct:pick_head:0, Jade Pickaxe Head
tconstruct:pick_head:0, Amethyst Pickaxe Head
tconstruct:pick_head:0, Osgloglas Pickaxe Head
tconstruct:pick_head:0, Osmiridium Pickaxe Head
tconstruct:pick_head:0, Lumium Pickaxe Head
tconstruct:pick_head:0, Signalum Pickaxe Head
tconstruct:pick_head:0, Platinum Pickaxe Head
tconstruct:pick_head:0, Enderium Pickaxe Head
tconstruct:pick_head:0, Infinity Pickaxe Head
tconstruct:pick_head:0, Certus Quartz Pickaxe Head
tconstruct:pick_head:0, Fluix Crystal Pickaxe Head
tconstruct:pick_head:0, Mirion Pickaxe Head
tconstruct:pick_head:0, Livingwood Pickaxe Head
tconstruct:pick_head:0, Elementium Pickaxe Head
tconstruct:pick_head:0, Bloodwood Pickaxe Head
tconstruct:pick_head:0, Fusewood Pickaxe Head
tconstruct:pick_head:0, Ghostwood Pickaxe Head
tconstruct:pick_head:0, Darkwood Pickaxe Head
tconstruct:pick_head:0, Emerald Pickaxe Head
tconstruct:shovel_head:0, Electrical Shovel Head
